id,time,com.baidu.adt.hmi.passenger
1,14:7:0,1390.33
2,14:7:7,1416.42
3,14:7:14,1431.41
4,14:7:21,1428.23
5,14:7:28,1420.73
6,14:7:36,1423.45
7,14:7:43,1426.86
8,14:7:50,1435.81
9,14:7:57,1439.09
11,14:8:4,1439.35
