id,time,com.baidu.adt.hmi.passenger
1,14:13:54,1476.42
2,14:14:2,1480.66
3,14:14:9,1485.68
4,14:14:16,1488.41
5,14:14:23,1486.13
6,14:14:31,1496.05
7,14:14:38,1503.15
8,14:14:45,1491.82
9,14:14:52,1486.28
11,14:15:0,1494.2
