id,time,com.baidu.adt.hmi.passenger
1,14:4:59,1757.2
2,14:5:6,1363.35
3,14:5:13,1360.28
4,14:5:20,1367.38
5,14:5:27,1378.9
6,14:5:35,1364.42
7,14:5:42,1373.16
8,14:5:49,1369.58
9,14:5:56,1373.12
11,14:6:4,1372.95
