id,time,com.tencent.tmgp.gnyx,com.tencent.tmgp.gnyx:estPlugin,com.tencent.tmgp.gnyx:xg_vip_service
1,16:28:35,1313.4,86.55,20.57
2,16:28:42,1344.2,85.14,19.19
3,16:28:50,1351.43,85.27,19.18
4,16:28:58,1365.92,85.41,19.19
5,16:29:5,1367.13,85.55,19.19
6,16:29:13,1382.7,85.65,19.18
7,16:29:20,1404.1,85.78,19.18
8,16:29:28,1402.98,85.93,19.18
10,16:29:36,1417.55,86.05,19.22
