id,time,com.baidu.adt.hmi.passenger
1,16:8:30,2191.58
2,16:8:37,2200.22
3,16:8:45,2189.57
4,16:8:52,2193.74
5,16:8:59,2203.15
6,16:9:6,2193.45
7,16:9:14,2201.72
8,16:9:21,2192.82
9,16:9:28,2201.29
11,16:9:35,2191.84
