id,time,com.baidu.adt.hmi.passenger
1,14:47:54,1304.75
2,14:48:0,1303.34
3,14:48:6,1336.87
4,14:48:13,1309.14
5,14:48:20,1311.73
6,14:48:26,1316.6
7,14:48:32,1319.64
8,14:48:39,1306.04
9,14:48:45,1309.02
10,14:48:52,1318.54
12,14:48:58,1297.83
