id,time,com.baidu.adt.hmi.passenger
1,15:7:17,2456.85
2,15:7:24,2491.11
3,15:7:31,2562.58
4,15:7:38,2159.4
5,15:7:46,2119.12
6,15:7:53,2132.22
7,15:8:0,2153.32
8,15:8:7,2131.84
9,15:8:15,2131.33
10,15:8:22,2144.96
12,15:8:29,2143.12
