id,time,com.baidu.adt.hmi.passenger
1,15:17:46,18.25
2,15:17:53,20.0
3,15:18:0,17.5
4,15:18:6,17.38
5,15:18:13,17.12
6,15:18:20,19.38
7,15:18:27,28.5
8,15:18:33,23.12
9,15:18:40,25.0
10,15:18:46,20.0
11,15:18:52,23.5
12,15:18:58,21.75
