id,time,com.baidu.adt.hmi.passenger
1,10:32:47,1524.04
2,10:32:54,1517.29
3,10:33:2,1526.79
4,10:33:9,1518.34
5,10:33:16,1526.83
6,10:33:22,1519.33
7,10:33:29,1521.96
8,10:33:37,1531.31
9,10:33:44,1521.6
11,10:33:51,1530.44
