id,time,com.baidu.adt.hmi.passenger
1,14:11:53,1474.39
2,14:12:0,1468.52
3,14:12:7,1473.31
4,14:12:14,1479.37
5,14:12:22,1471.09
6,14:12:29,1473.76
7,14:12:36,1478.12
8,14:12:43,1473.32
9,14:12:50,1474.75
11,14:12:58,1477.86
