id,time,com.baidu.adt.hmi.passenger
1,14:18:20,1834.73
2,14:18:28,1827.85
3,14:18:35,1886.46
4,14:18:42,1851.81
5,14:18:49,1658.38
6,14:18:56,1841.82
7,14:19:4,1853.67
8,14:19:11,1855.64
9,14:19:18,1841.66
11,14:19:25,1818.47
