id,time,com.baidu.adt.hmi.passenger
1,15:7:11,20.25
2,15:7:19,19.62
3,15:7:26,19.88
4,15:7:33,22.25
5,15:7:40,24.5
6,15:7:48,21.88
7,15:7:55,19.75
8,15:8:2,21.0
9,15:8:9,20.62
10,15:8:17,22.25
11,15:8:24,20.25
