id,time,com.baidu.adt.hmi.passenger
1,16:8:25,22.25
2,16:8:32,22.25
3,16:8:39,23.12
4,16:8:47,24.0
5,16:8:54,22.75
6,16:9:1,21.38
7,16:9:8,23.12
8,16:9:16,25.0
9,16:9:23,22.25
10,16:9:30,21.88
