id,time,com.baidu.adt.hmi.passenger
1,14:55:31,1337.33
2,14:55:38,1332.06
3,14:55:44,1329.16
4,14:55:50,1332.71
5,14:55:58,1321.97
6,14:56:5,1351.85
7,14:56:12,1336.4
8,14:56:19,1340.53
9,14:56:26,1328.4
11,14:56:34,1354.82
