id,time,com.baidu.adt.hmi.passenger
1,14:45:52,1318.57
2,14:45:58,1305.71
3,14:46:4,1314.54
4,14:46:10,1319.2
5,14:46:16,1369.87
6,14:46:23,1316.41
7,14:46:30,1325.71
8,14:46:37,1323.15
9,14:46:43,1324.09
10,14:46:51,1310.7
12,14:46:58,1316.25
