FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
58,0,0,33.39,45.97,41.67,39.34,42.62,41.07,63.49,47.54,38.60,56.36,1133,1133,1133,1133,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
58,0,0,33.37,54.32,36.21,36.07,45.16,42.37,75.44,53.33,47.46,96.67,1844,1844,1844,1844,2333,2333,2333,2583,-1.00,-1.00,-1,79,34.00,0,4.034
58,0,0,33.37,59.79,46.77,35.59,43.55,43.10,72.58,75.86,65.45,96.72,1623,1623,1623,1623,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
52,0,0,33.49,57.96,70.00,61.67,67.80,66.67,69.35,41.38,31.03,53.45,1268,1268,1268,1268,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
52,0,0,33.49,44.84,41.38,37.10,42.11,42.37,58.62,55.00,37.93,40.68,1133,1133,1133,1133,2228,2228,2228,2247,-1.00,-1.00,-1,79,34.00,0,4.034
55,0,0,33.37,52.88,45.10,40.74,44.00,44.90,69.39,61.22,47.92,68.00,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
55,0,0,33.37,46.14,40.30,35.21,42.42,50.70,63.38,50.77,45.45,41.79,1623,1623,1623,1623,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
57,0,0,33.34,46.79,59.32,55.00,60.66,56.67,53.33,41.94,15.00,28.81,1392,1392,1392,1392,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
57,0,0,33.34,60.29,66.67,56.90,61.67,61.67,70.97,58.73,27.59,81.67,864,864,864,864,2333,2333,2333,2247,-1.00,-1.00,-1,79,34.00,0,4.034
57,0,0,33.35,59.13,61.40,49.06,63.08,62.90,68.85,42.62,40.00,86.44,1392,1392,1392,1392,2333,2333,2333,2247,-1.00,-1.00,-1,79,34.00,0,4.034
57,0,0,33.35,47.66,39.29,30.19,41.67,42.37,74.58,51.67,41.07,52.54,1133,1133,1133,1133,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
55,0,0,33.35,45.76,55.00,43.86,55.74,51.67,57.38,46.67,22.81,30.36,1508,1508,1508,1508,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
55,0,0,33.35,56.48,69.49,61.40,62.96,63.93,50.00,38.33,38.71,71.67,1392,1392,1392,1392,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
28,1,1,533.34,47.02,73.77,57.14,65.52,60.71,60.66,10.17,13.79,33.33,1392,1392,1392,1392,1690,1690,1690,1498,-1.00,-1.00,-1,79,34.00,0,4.034
28,1,1,533.34,53.36,74.58,67.80,67.74,67.80,55.74,42.37,44.83,3.45,1133,1133,1133,1133,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
56,1,0,50.04,73.89,75.00,66.67,72.13,70.18,91.38,73.77,69.49,71.67,1508,1508,1508,1508,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
56,1,0,50.04,55.16,65.52,64.52,63.79,63.79,40.00,33.87,25.81,89.47,1392,1392,1392,1392,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
59,0,0,33.34,66.95,72.41,63.16,68.97,68.33,70.97,57.63,50.85,78.57,1508,1508,1508,1508,2333,2333,2333,2583,-1.00,-1.00,-1,79,34.00,0,4.034
59,0,0,33.34,54.76,70.18,65.57,65.52,66.10,43.55,32.26,30.51,66.07,1508,1508,1508,1508,816,816,816,1498,-1.00,-1.00,-1,79,34.00,0,4.034
56,1,0,66.70,46.85,72.88,65.00,67.80,68.33,36.67,18.03,10.71,35.00,1392,1392,1392,1392,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
56,1,0,66.70,42.83,64.29,54.55,60.71,59.32,38.33,17.54,18.33,29.51,1508,1508,1508,1508,1844,1844,1844,1498,-1.00,-1.00,-1,79,34.00,0,4.034
56,1,0,100.00,50.74,71.19,63.33,64.29,67.74,41.38,39.66,36.21,21.31,1133,1133,1133,1133,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
56,1,0,100.00,48.84,44.07,40.68,43.10,43.86,50.82,48.33,44.26,75.86,1844,1844,1844,1844,2228,2228,2228,2500,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.73,47.02,38.60,34.48,44.07,42.11,45.61,41.67,36.07,90.00,1844,1844,1844,1844,2400,2400,2400,2112,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.73,46.40,36.67,30.00,37.29,32.14,55.93,50.85,51.67,75.00,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.71,37.29,45.61,37.93,50.82,45.45,42.37,37.10,31.15,8.20,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.71,48.20,56.90,52.63,56.67,55.17,53.85,48.21,40.68,18.52,1133,1133,1133,1133,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.79,39.09,44.44,36.67,47.62,40.00,44.44,32.20,27.59,34.43,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.79,42.67,47.37,37.50,42.11,50.00,56.90,47.46,50.00,13.33,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.82,42.64,45.00,37.93,42.11,45.76,57.63,52.54,39.29,15.79,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.82,42.62,31.67,28.33,32.76,35.00,44.26,41.67,35.00,93.10,1133,1133,1133,1133,2228,2228,2228,2362,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.74,49.89,37.29,31.03,40.68,40.00,58.62,55.36,61.29,74.58,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.74,45.63,35.00,31.67,38.60,36.84,61.90,51.67,46.67,61.40,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.78,49.26,70.97,62.07,68.25,64.91,47.27,45.16,34.48,0.00,1623,1623,1623,1623,1037,1037,1037,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.78,46.64,59.02,52.46,53.57,57.14,56.67,44.07,35.09,12.07,1133,1133,1133,1133,1690,1690,1690,1498,-1.00,-1.00,-1,79,34.00,0,4.034
57,0,0,16.73,40.67,53.45,48.28,55.00,55.00,48.39,33.33,25.86,3.39,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
57,0,0,16.73,36.38,37.29,34.48,39.29,42.86,41.94,37.10,28.81,32.76,1844,1844,1844,1844,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,17.01,48.95,39.66,34.43,43.55,41.38,50.00,46.67,44.26,94.74,1844,1844,1844,1844,2400,2400,2400,2247,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,17.01,51.26,38.33,35.00,43.86,48.39,51.67,50.00,45.90,96.61,1508,1508,1508,1508,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.78,41.10,38.60,36.67,47.54,40.35,42.62,36.51,25.42,63.79,1133,1133,1133,1133,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.78,39.74,40.68,39.68,41.38,41.82,46.55,40.00,31.67,40.35,1133,1133,1133,1133,1690,1690,1690,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.76,43.39,56.45,50.00,58.06,60.00,37.93,40.98,28.81,15.00,1133,1133,1133,1133,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.76,34.17,33.33,35.00,40.00,42.86,41.67,32.26,25.42,21.05,1508,1508,1508,1508,1690,1690,1690,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.76,53.21,61.29,51.72,56.67,55.17,74.14,51.67,44.07,31.58,1623,1623,1623,1623,1690,1690,1690,1997,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.76,59.27,66.67,53.33,55.36,55.17,62.07,57.89,52.46,67.80,1133,1133,1133,1133,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.75,46.43,42.62,39.66,38.18,47.54,50.77,37.70,28.81,86.67,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
60,0,0,16.75,47.95,41.67,36.84,44.83,46.43,51.72,48.28,47.46,66.67,1133,1133,1133,1133,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
58,1,0,49.79,52.78,50.85,40.32,45.00,47.54,63.93,64.06,58.73,52.54,1392,1392,1392,1392,2132,2132,2132,2247,-1.00,-1.00,-1,79,34.00,0,4.034
58,1,0,49.79,47.96,50.85,32.73,40.00,41.82,54.10,48.44,42.86,73.58,1133,1133,1133,1133,2333,2333,2333,2583,-1.00,-1.00,-1,79,34.00,0,4.034
58,0,0,33.35,53.36,48.21,39.66,46.77,45.00,65.57,63.93,51.67,65.00,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
58,0,0,33.35,49.57,56.90,43.40,50.88,48.21,66.10,61.67,39.66,31.15,1133,1133,1133,1133,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
51,1,0,66.66,56.44,47.27,44.26,45.61,50.85,67.80,55.93,49.12,92.98,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
51,1,0,66.66,54.73,38.18,36.21,34.62,37.04,70.69,72.41,49.12,94.74,1844,1844,1844,1844,2400,2400,2400,2362,-1.00,-1.00,-1,79,34.00,0,4.034
44,0,0,33.38,74.18,65.08,59.68,58.33,61.67,85.25,83.87,79.03,98.41,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
44,0,0,33.38,49.04,47.46,35.71,44.07,44.83,64.06,60.00,38.98,58.18,1268,1268,1268,1268,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
50,0,0,33.40,51.39,65.52,57.14,59.26,57.89,42.62,68.33,25.00,37.10,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
50,0,0,33.40,56.66,70.69,60.66,63.93,64.41,57.63,59.02,37.29,41.38,1392,1392,1392,1392,1844,1844,1844,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.59,53.96,53.45,41.38,46.55,49.12,70.49,57.63,51.67,62.50,1844,1844,1844,1844,2400,2400,2400,1997,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.59,58.33,63.16,54.39,58.93,61.40,58.93,66.10,58.93,45.61,1133,1133,1133,1133,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
53,0,0,33.34,66.20,66.67,58.33,62.30,62.30,74.19,58.73,81.54,61.90,1392,1392,1392,1392,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
53,0,0,33.34,62.95,66.10,53.57,56.67,61.40,71.67,66.67,65.00,61.29,1623,1623,1623,1623,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
46,0,0,33.36,48.63,61.40,54.84,55.74,51.72,74.60,39.34,38.33,13.56,1508,1508,1508,1508,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
46,0,0,33.36,47.13,63.16,53.45,53.57,59.68,66.67,31.58,36.07,15.25,999,999,999,999,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
46,1,0,49.99,58.02,59.32,52.54,55.36,57.63,72.58,54.24,40.00,70.00,1392,1392,1392,1392,2132,2132,2132,1882,-1.00,-1.00,-1,79,34.00,0,4.034
46,1,0,49.99,52.22,64.91,53.70,52.94,54.39,68.52,56.90,47.37,18.97,1392,1392,1392,1392,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.35,51.38,66.67,55.56,58.73,60.32,62.50,42.86,41.18,24.62,1268,1268,1268,1268,2400,2400,2400,1748,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.35,67.93,63.93,58.33,60.71,60.34,86.44,62.30,91.53,60.00,999,999,999,999,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
53,0,0,33.40,63.21,61.40,50.00,60.66,57.89,68.75,67.80,66.67,72.88,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
53,0,0,33.40,59.79,66.13,54.39,59.32,62.90,61.40,72.88,50.88,52.46,1392,1392,1392,1392,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
43,0,0,33.37,46.07,67.21,53.57,56.14,53.45,68.97,26.32,23.33,20.00,1844,1844,1844,1844,1268,1268,1268,1997,-1.00,-1.00,-1,79,34.00,0,4.034
43,0,0,33.37,48.67,67.80,55.36,55.56,56.14,67.86,30.91,29.82,21.82,1508,1508,1508,1508,1844,1844,1844,1498,-1.00,-1.00,-1,79,34.00,0,4.034
47,2,0,50.03,51.19,67.19,54.84,56.67,56.67,61.90,45.31,32.81,33.85,1392,1392,1392,1392,1978,1978,1978,2112,-1.00,-1.00,-1,79,34.00,0,4.034
47,2,0,50.03,50.00,67.80,58.73,51.85,56.67,58.93,37.29,36.51,32.76,1133,1133,1133,1133,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
46,0,0,33.39,68.13,67.21,54.10,60.34,57.38,77.78,68.33,88.33,68.33,1392,1392,1392,1392,2333,2333,2333,2112,-1.00,-1.00,-1,79,34.00,0,4.034
46,0,0,33.39,63.87,64.41,53.45,60.66,58.33,71.19,69.64,78.33,56.67,1392,1392,1392,1392,2228,2228,2228,1748,-1.00,-1.00,-1,79,34.00,0,4.034
45,1,0,49.99,57.60,68.33,59.02,54.55,55.36,62.90,51.72,59.32,47.46,1392,1392,1392,1392,2333,2333,2333,2362,-1.00,-1.00,-1,79,34.00,0,4.034
45,1,0,49.99,53.83,67.86,57.89,54.55,54.72,64.81,48.33,44.23,35.71,1392,1392,1392,1392,1978,1978,1978,2112,-1.00,-1.00,-1,79,34.00,0,4.034
41,3,0,50.22,52.60,62.90,49.18,60.00,59.68,55.56,38.33,44.26,51.56,1623,1623,1623,1623,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
41,3,0,50.22,51.37,66.67,54.24,55.74,54.39,57.38,46.67,36.07,40.35,1392,1392,1392,1392,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
39,0,0,49.94,52.88,61.11,61.29,60.34,57.41,48.33,38.98,28.81,68.25,1623,1623,1623,1623,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
39,0,0,49.94,54.76,65.00,52.63,55.00,57.38,60.66,49.12,40.68,58.62,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
38,1,0,50.02,60.37,60.34,52.54,60.94,56.45,73.02,59.32,78.33,43.33,1268,1268,1268,1268,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
38,1,0,50.02,56.72,60.38,51.79,54.55,57.41,47.27,55.36,74.07,53.57,1392,1392,1392,1392,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
33,2,0,50.02,58.77,68.18,57.81,63.64,58.21,70.77,41.54,47.69,61.90,1844,1844,1844,1844,2228,2228,2228,2362,-1.00,-1.00,-1,79,34.00,0,4.034
33,2,0,50.02,48.19,63.64,50.88,58.33,53.45,60.00,45.00,37.29,15.00,1268,1268,1268,1268,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
34,2,0,50.00,50.64,68.33,56.90,57.89,58.62,60.34,36.84,31.67,33.33,1748,1748,1748,1748,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
34,2,0,50.00,58.64,68.42,57.14,60.34,60.34,64.41,60.66,36.67,60.66,1623,1623,1623,1623,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
39,4,0,66.74,56.81,65.00,52.63,56.14,59.02,66.67,70.49,45.00,40.98,1268,1268,1268,1268,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
39,4,0,66.74,65.74,65.45,49.02,56.60,53.85,75.86,64.81,79.63,76.79,1133,1133,1133,1133,2400,2400,2400,2500,-1.00,-1.00,-1,79,34.00,0,4.034
41,0,0,49.99,62.79,65.63,56.25,60.94,60.29,67.69,67.69,60.32,68.85,1844,1844,1844,1844,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
41,0,0,49.99,50.64,61.02,47.17,50.91,58.06,53.45,44.64,45.90,40.00,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
37,3,0,50.04,55.37,62.71,53.57,59.32,51.72,59.02,43.33,50.00,60.34,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
37,3,0,50.04,53.16,63.64,59.38,61.67,55.17,52.46,42.37,48.28,44.26,999,999,999,999,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
38,2,0,50.02,57.35,64.41,52.73,60.00,54.24,67.21,58.33,53.23,50.00,1623,1623,1623,1623,2400,2400,2400,1882,-1.00,-1.00,-1,79,34.00,0,4.034
38,2,0,50.02,56.10,67.92,57.69,61.54,54.72,69.81,43.40,49.12,40.38,1392,1392,1392,1392,2228,2228,2228,2362,-1.00,-1.00,-1,79,34.00,0,4.034
47,1,0,49.84,61.94,63.49,54.69,58.73,56.25,61.90,46.97,81.54,72.46,1133,1133,1133,1133,2333,2333,2333,2583,-1.00,-1.00,-1,79,34.00,0,4.034
47,1,0,49.84,60.99,63.79,47.17,57.63,52.63,63.33,65.52,63.79,70.00,864,864,864,864,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
44,2,0,50.02,54.56,63.33,60.61,58.33,55.17,59.32,41.94,44.07,53.33,1392,1392,1392,1392,2228,2228,2228,1498,-1.00,-1.00,-1,79,34.00,0,4.034
44,2,0,50.02,52.32,64.41,55.17,60.34,55.93,57.38,56.67,30.51,37.93,999,999,999,999,2228,2228,2228,2583,-1.00,-1.00,-1,79,34.00,0,4.034
45,3,0,66.67,52.59,70.97,59.02,61.29,57.63,61.02,42.62,48.39,21.67,1844,1844,1844,1844,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
45,3,0,66.67,54.15,67.27,61.11,59.62,61.40,67.92,48.15,40.00,26.79,1392,1392,1392,1392,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.37,58.11,71.43,58.33,65.67,59.38,65.22,53.73,40.00,49.23,1748,1748,1748,1748,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.37,63.88,65.52,55.00,60.66,59.02,63.79,62.90,77.05,66.67,1268,1268,1268,1268,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.36,70.11,69.49,57.14,66.13,60.34,68.97,66.10,75.00,95.00,864,864,864,864,2333,2333,2333,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,0,0,33.36,63.88,63.33,54.24,60.71,60.32,67.21,68.85,81.03,57.38,1133,1133,1133,1133,1978,1978,1978,2247,-1.00,-1.00,-1,79,34.00,0,4.034
51,1,0,66.67,55.35,56.14,51.61,45.61,50.00,68.33,51.72,46.77,73.21,1623,1623,1623,1623,2400,2400,2400,2583,-1.00,-1.00,-1,79,34.00,0,4.034
51,1,0,66.67,52.08,67.92,58.18,58.00,57.41,47.27,63.64,27.27,38.89,1268,1268,1268,1268,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
52,0,0,33.35,57.61,65.63,56.72,57.38,63.08,71.64,53.85,53.85,40.00,1623,1623,1623,1623,2400,2400,2400,1498,-1.00,-1.00,-1,79,34.00,0,4.034
52,0,0,33.35,48.43,63.33,57.14,59.32,57.38,68.33,36.07,28.33,16.95,1133,1133,1133,1133,2132,2132,2132,1498,-1.00,-1.00,-1,79,34.00,0,4.034
49,1,0,49.98,52.03,70.69,62.71,61.02,55.93,60.00,36.84,27.12,40.35,1392,1392,1392,1392,2132,2132,2132,1498,-1.00,-1.00,-1,79,35.00,0,4.034
49,1,0,49.98,53.38,60.34,55.74,55.17,55.17,57.38,54.24,28.81,63.79,864,864,864,864,2132,2132,2132,2112,-1.00,-1.00,-1,79,35.00,0,4.034
48,0,0,33.54,50.11,68.42,52.63,59.32,56.67,50.00,46.67,28.33,37.93,1392,1392,1392,1392,2228,2228,2228,1498,-1.00,-1.00,-1,79,35.00,0,4.034
48,0,0,33.54,46.06,50.00,38.00,42.86,36.73,54.72,51.85,50.00,46.00,1392,1392,1392,1392,2333,2333,2333,1498,-1.00,-1.00,-1,79,35.00,0,4.034
53,0,0,33.35,59.22,59.70,51.52,59.09,60.56,64.29,60.00,54.55,60.94,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,79,35.00,0,4.034
53,0,0,33.35,52.64,63.33,50.91,56.67,54.39,50.82,43.55,25.00,75.44,1623,1623,1623,1623,2400,2400,2400,2583,-1.00,-1.00,-1,79,35.00,0,4.034
55,1,0,50.00,47.37,45.76,35.09,45.00,40.35,58.62,50.00,49.18,53.33,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
55,1,0,50.00,52.24,56.67,50.85,52.54,50.85,57.63,51.67,38.98,58.62,1623,1623,1623,1623,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
49,0,0,33.36,57.11,64.52,55.17,62.07,56.36,63.79,51.72,60.66,43.33,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,79,35.00,0,4.034
49,0,0,33.36,55.18,54.72,42.00,43.75,53.57,62.26,58.00,59.26,66.00,1623,1623,1623,1623,2333,2333,2333,1498,-1.00,-1.00,-1,79,35.00,0,4.034
53,0,0,33.39,50.38,51.52,39.39,46.77,44.78,60.61,59.15,50.77,50.75,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
53,0,0,33.39,53.46,47.37,41.94,50.77,45.00,59.32,58.18,52.46,75.44,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
51,0,0,33.37,53.81,63.16,54.24,56.14,53.57,57.63,63.08,41.38,39.34,1748,1748,1748,1748,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
51,0,0,33.37,51.36,68.85,55.93,60.34,55.93,48.28,56.67,26.23,40.00,1392,1392,1392,1392,2132,2132,2132,1498,-1.00,-1.00,-1,79,35.00,0,4.034
50,0,0,33.37,54.91,57.63,47.27,50.88,54.10,67.74,64.91,55.00,40.35,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
50,0,0,33.37,54.01,67.31,58.49,59.18,60.00,50.00,64.71,45.45,32.69,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,79,35.00,0,4.034
50,0,0,33.36,51.20,61.19,55.22,58.82,59.42,44.12,58.46,37.68,34.85,1392,1392,1392,1392,1844,1844,1844,1498,-1.00,-1.00,-1,79,35.00,0,4.034
