FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
39,1,0,50.02,65.59,73.85,69.84,72.73,70.97,52.24,53.03,40.58,95.45,1844,1844,1844,1844,2228,2228,2228,2247,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,50.02,64.57,73.68,72.88,72.88,69.81,63.33,47.46,43.33,72.88,1748,1748,1748,1748,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.00,58.11,76.36,70.69,70.91,67.92,62.50,58.62,48.21,14.29,1844,1844,1844,1844,2228,2228,2228,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.00,56.81,75.00,67.80,68.97,64.81,61.40,51.61,33.33,34.92,1508,1508,1508,1508,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,6,0,66.66,55.27,78.95,73.77,71.93,71.43,67.24,49.15,34.48,0.00,1508,1508,1508,1508,1152,1152,1152,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,6,0,66.66,54.20,77.08,69.57,72.34,70.00,60.00,45.10,34.00,8.00,1508,1508,1508,1508,1536,1536,1536,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,66.68,56.03,77.94,72.06,70.77,71.21,68.18,44.78,35.21,10.14,1844,1844,1844,1844,1844,1844,1844,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,66.68,58.28,70.69,66.10,64.41,60.38,60.66,50.85,32.26,64.91,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
39,4,0,49.99,69.86,80.00,74.55,78.43,74.07,59.65,54.55,39.29,96.49,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
39,4,0,49.99,73.08,81.97,77.97,79.31,79.69,59.32,60.66,61.90,83.05,1748,1748,1748,1748,1690,1690,1690,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,1,83.36,62.01,82.76,77.36,80.70,77.19,64.41,54.39,39.66,22.41,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,1,83.36,57.91,80.85,78.26,78.00,80.00,63.83,46.94,33.33,6.12,1623,1623,1623,1623,1037,1037,1037,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.00,60.49,80.30,77.94,80.88,76.19,64.18,46.88,40.00,15.94,1508,1508,1508,1508,1152,1152,1152,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.00,64.16,82.46,77.36,78.18,79.31,68.42,57.14,49.12,23.73,1392,1392,1392,1392,1392,1392,1392,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,66.67,69.75,86.79,80.00,81.82,79.25,71.93,68.97,53.33,41.07,1748,1748,1748,1748,2333,2333,2333,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,66.67,68.43,78.95,75.86,77.19,73.33,59.65,51.67,45.16,88.14,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,50.03,65.85,75.93,72.73,75.00,74.55,56.67,41.51,34.55,91.67,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,50.03,66.16,80.70,77.97,78.95,77.19,67.80,53.33,46.55,48.28,1844,1844,1844,1844,816,816,816,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,4,0,50.03,62.69,82.14,78.57,77.19,77.59,63.79,51.72,50.85,20.34,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,4,0,50.03,59.74,79.31,73.21,70.91,74.14,67.80,59.65,36.21,18.33,1392,1392,1392,1392,816,816,816,1498,-1.00,-1.00,-1,80,34.00,0,4.072
39,4,0,50.01,59.64,78.18,70.37,73.21,71.70,67.86,60.34,37.50,18.97,1623,1623,1623,1623,2228,2228,2228,2362,-1.00,-1.00,-1,80,34.00,0,4.072
39,4,0,50.01,57.08,74.14,64.91,66.07,65.52,70.49,59.38,39.68,20.63,1844,1844,1844,1844,816,816,816,1498,-1.00,-1.00,-1,80,34.00,0,4.072
41,3,0,66.68,60.94,75.86,68.42,69.49,64.91,61.02,68.97,40.35,37.29,1133,1133,1133,1133,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
41,3,0,66.68,60.92,70.69,61.82,61.82,64.29,57.63,45.00,31.03,96.61,1268,1268,1268,1268,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,50.02,56.18,66.67,59.65,62.07,55.56,53.45,51.61,20.34,84.48,1748,1748,1748,1748,1844,1844,1844,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,50.02,54.16,74.58,63.64,62.50,64.41,66.10,60.66,33.33,11.67,1133,1133,1133,1133,1037,1037,1037,1498,-1.00,-1.00,-1,80,34.00,0,4.072
39,3,0,50.02,60.96,80.36,75.86,75.44,71.93,64.91,60.34,40.35,20.69,1508,1508,1508,1508,1978,1978,1978,1997,-1.00,-1.00,-1,80,34.00,0,4.072
39,3,0,50.02,60.29,83.05,78.33,79.03,75.81,62.71,50.00,35.48,16.95,1844,1844,1844,1844,816,816,816,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.02,63.06,81.36,76.79,79.31,75.00,57.63,50.85,51.67,27.12,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.02,60.68,75.00,78.13,75.41,74.19,68.33,62.30,36.21,17.24,1392,1392,1392,1392,1392,1392,1392,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,0,0,33.43,63.54,77.59,74.58,70.18,66.67,59.65,54.24,37.93,67.86,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,0,0,33.43,63.62,77.42,71.19,71.19,64.81,56.14,47.46,26.23,93.44,1623,1623,1623,1623,1268,1268,1268,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.03,64.91,81.13,76.79,75.47,72.22,66.07,62.26,38.89,45.61,1844,1844,1844,1844,1690,1690,1690,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.03,60.77,82.26,76.27,77.97,76.27,60.94,47.62,37.10,30.30,1623,1623,1623,1623,1152,1152,1152,1498,-1.00,-1.00,-1,80,34.00,0,4.072
39,3,1,133.36,60.43,80.36,77.97,79.31,75.44,57.89,49.15,44.83,20.00,1748,1748,1748,1748,1392,1392,1392,1498,-1.00,-1.00,-1,80,34.00,0,4.072
39,3,1,133.36,62.34,84.75,77.97,80.33,79.31,61.67,52.54,46.97,18.03,1748,1748,1748,1748,816,816,816,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,50.03,63.54,83.87,79.31,81.36,77.05,64.29,60.66,41.82,17.24,1623,1623,1623,1623,1690,1690,1690,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,0,50.03,63.42,83.33,80.00,77.78,77.19,66.67,55.93,39.66,31.67,1748,1748,1748,1748,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
38,2,0,49.99,69.30,79.63,78.85,75.44,73.58,77.78,47.27,41.51,79.63,1623,1623,1623,1623,2400,2400,2400,2583,-1.00,-1.00,-1,80,34.00,0,4.072
38,2,0,49.99,72.09,82.54,78.46,77.78,76.56,64.06,55.38,49.23,92.31,1623,1623,1623,1623,2228,2228,2228,2247,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,1,83.34,60.55,81.13,77.59,76.79,77.97,65.00,53.33,39.66,16.39,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,3,1,83.34,61.23,85.25,77.19,75.44,74.14,62.71,52.54,42.37,22.22,1748,1748,1748,1748,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,50.14,57.92,83.05,77.59,76.27,74.14,52.73,51.72,31.03,18.33,1844,1844,1844,1844,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,50.14,54.88,80.33,72.22,70.91,74.14,58.18,50.82,25.86,8.62,1508,1508,1508,1508,1536,1536,1536,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.01,56.87,76.00,71.15,69.39,67.35,64.15,52.73,41.82,18.18,1748,1748,1748,1748,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.01,62.33,78.13,72.13,75.38,71.88,70.97,59.09,47.62,29.41,1508,1508,1508,1508,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.00,66.59,80.00,72.73,74.55,74.58,59.65,46.67,31.67,93.22,1623,1623,1623,1623,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.00,63.09,75.44,68.33,68.52,65.45,60.66,50.00,36.07,81.67,1844,1844,1844,1844,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,4,0,66.69,60.21,81.03,76.67,75.00,75.44,67.24,51.67,38.33,20.97,1748,1748,1748,1748,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,4,0,66.69,54.43,77.19,69.64,72.41,70.91,63.79,43.86,27.12,11.86,1844,1844,1844,1844,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.01,59.00,83.33,73.47,75.00,74.00,64.15,53.57,32.73,21.15,1844,1844,1844,1844,1690,1690,1690,1632,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.01,60.90,82.76,76.67,77.42,74.60,63.49,50.00,46.03,19.05,1623,1623,1623,1623,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,66.70,59.70,81.36,76.67,76.67,75.00,67.74,54.39,35.48,10.71,1844,1844,1844,1844,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,66.70,64.88,75.44,72.88,68.52,71.19,62.71,60.66,53.45,52.54,1844,1844,1844,1844,1037,1037,1037,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.03,60.35,72.22,65.38,67.27,68.42,50.00,41.94,24.14,98.28,1623,1623,1623,1623,2228,2228,2228,2500,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.03,59.10,76.36,75.00,72.88,71.93,68.33,46.03,32.20,31.03,1392,1392,1392,1392,1268,1268,1268,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.00,59.04,76.00,72.55,73.47,75.00,69.81,53.85,35.29,15.09,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.00,58.11,79.71,70.97,72.58,70.97,59.70,58.57,37.31,18.46,1508,1508,1508,1508,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,66.68,57.08,78.95,71.43,73.21,71.43,69.49,53.33,32.79,11.86,1508,1508,1508,1508,1268,1268,1268,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,66.68,62.28,79.31,73.68,74.55,72.88,66.67,68.33,44.64,20.00,1748,1748,1748,1748,912,912,912,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,0,0,33.42,60.13,78.18,73.58,75.86,72.73,65.00,57.38,41.38,22.03,1844,1844,1844,1844,2228,2228,2228,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,0,0,33.42,65.45,81.36,70.18,71.93,71.43,55.74,47.54,32.76,96.55,1748,1748,1748,1748,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,50.00,68.45,80.00,76.00,74.47,76.47,61.54,50.00,42.86,90.00,1748,1748,1748,1748,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,50.00,59.25,80.88,73.85,73.02,72.58,64.18,46.15,30.30,32.35,1623,1623,1623,1623,912,912,912,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.01,58.00,81.36,75.86,77.19,76.27,69.49,47.46,37.29,0.00,1508,1508,1508,1508,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.01,57.70,80.70,76.79,76.79,74.07,66.10,49.12,43.55,0.00,1844,1844,1844,1844,1037,1037,1037,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.02,58.30,82.46,75.00,75.47,75.93,63.64,47.37,30.36,17.24,1623,1623,1623,1623,1844,1844,1844,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.02,55.65,78.95,73.21,73.21,73.58,68.42,45.76,29.51,10.17,1748,1748,1748,1748,912,912,912,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,50.03,64.95,81.36,75.44,76.36,75.86,67.80,60.71,59.02,25.40,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,50.03,61.27,69.64,67.27,67.92,68.42,63.79,42.62,21.05,91.38,1844,1844,1844,1844,816,816,816,1997,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.03,61.54,73.21,68.97,72.88,69.49,54.39,49.21,45.76,60.71,1748,1748,1748,1748,1978,1978,1978,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.03,64.38,84.48,80.00,77.78,80.00,70.49,53.33,46.77,23.73,1623,1623,1623,1623,912,912,912,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.01,61.04,82.46,76.67,77.59,76.79,62.07,50.88,44.07,20.34,1748,1748,1748,1748,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.01,60.61,82.46,75.93,79.31,77.19,59.65,52.54,44.83,18.33,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,80,33.00,0,4.072
37,1,1,83.34,76.34,81.13,78.00,75.51,76.92,86.54,78.00,72.55,65.38,1844,1844,1844,1844,2400,2400,2400,2500,-1.00,-1.00,-1,80,33.00,0,4.072
37,1,1,83.34,55.43,52.38,38.98,49.21,52.31,69.12,68.06,63.77,46.27,1623,1623,1623,1623,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.02,60.35,70.91,66.67,64.81,62.26,53.33,36.84,37.50,90.00,1844,1844,1844,1844,2400,2400,2400,2247,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.02,70.09,63.64,54.55,58.33,60.00,75.00,77.05,70.49,96.67,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
39,5,0,50.03,56.80,73.21,68.42,66.67,71.93,64.29,45.76,25.45,39.34,1392,1392,1392,1392,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,5,0,50.03,51.99,76.36,69.49,69.81,67.86,63.16,36.36,35.00,5.17,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.01,56.68,77.59,74.55,71.19,72.88,68.42,48.33,27.59,13.33,1844,1844,1844,1844,2333,2333,2333,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.01,48.37,66.10,55.56,58.18,57.41,57.63,44.07,35.59,13.56,1392,1392,1392,1392,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,49.98,60.04,78.69,75.44,75.44,73.21,66.10,55.17,37.93,18.97,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,49.98,62.08,79.31,73.33,73.33,72.41,63.33,57.63,42.62,40.32,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.00,57.67,59.65,53.45,57.89,52.73,59.32,45.76,34.48,98.33,1508,1508,1508,1508,2228,2228,2228,2500,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.00,64.88,73.68,68.33,71.19,70.18,57.89,82.26,43.10,48.28,1748,1748,1748,1748,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
38,4,0,50.01,48.37,61.40,52.73,57.89,51.92,55.17,45.76,39.34,29.03,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
38,4,0,50.01,58.50,82.14,76.79,73.08,77.19,64.41,52.54,37.93,10.53,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,2,0,50.02,60.00,83.05,79.25,75.86,78.57,55.93,60.00,31.67,15.25,1748,1748,1748,1748,1536,1536,1536,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,2,0,50.02,60.60,81.03,77.59,77.59,77.78,63.79,51.61,39.66,21.67,1844,1844,1844,1844,1978,1978,1978,2112,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,50.03,61.67,83.93,78.69,76.36,79.66,57.63,61.02,39.34,17.24,1748,1748,1748,1748,2228,2228,2228,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,2,0,50.03,66.09,78.95,74.14,69.09,75.93,56.67,43.86,35.09,98.31,1623,1623,1623,1623,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
39,3,0,50.04,67.62,78.57,74.55,71.43,74.07,62.07,47.37,35.09,96.61,1844,1844,1844,1844,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,3,0,50.04,70.18,79.25,77.19,74.07,78.95,75.86,60.71,51.79,66.10,1844,1844,1844,1844,912,912,912,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.03,59.96,81.03,77.97,75.44,79.66,67.86,46.43,28.07,20.00,1844,1844,1844,1844,1536,1536,1536,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.03,63.79,82.76,79.63,79.31,80.00,66.67,59.02,45.90,25.42,1392,1392,1392,1392,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,4,0,66.69,58.46,82.76,79.31,76.27,79.66,54.39,43.64,32.76,16.95,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,4,0,66.69,57.71,81.36,72.22,69.23,73.21,61.02,51.72,43.10,15.00,1844,1844,1844,1844,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,3,0,66.69,57.17,78.18,71.19,71.19,69.64,60.00,45.90,33.90,30.00,1844,1844,1844,1844,2228,2228,2228,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,3,0,66.69,63.95,73.21,66.10,65.52,65.52,56.67,50.00,40.00,96.61,1623,1623,1623,1623,2228,2228,2228,2500,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.01,62.15,73.68,67.24,64.91,67.86,56.45,61.02,35.00,71.93,1844,1844,1844,1844,1978,1978,1978,2112,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.01,67.10,77.19,69.09,71.93,70.18,66.67,67.21,44.07,71.93,1623,1623,1623,1623,1978,1978,1978,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,1,100.02,56.40,75.00,70.18,64.91,64.91,61.40,63.33,35.00,18.64,1844,1844,1844,1844,1536,1536,1536,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,1,100.02,65.10,84.48,77.59,79.31,79.31,68.33,60.00,48.21,27.42,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,5,0,66.67,59.16,68.42,67.21,62.96,64.29,66.67,55.74,50.00,38.10,1748,1748,1748,1748,2333,2333,2333,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,5,0,66.67,71.18,86.44,84.48,82.46,84.48,70.00,58.62,50.00,54.39,1844,1844,1844,1844,2333,2333,2333,2583,-1.00,-1.00,-1,80,33.00,0,4.072
39,2,0,50.03,62.85,73.68,66.67,67.86,68.42,68.85,61.40,57.63,36.21,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,80,33.00,0,4.072
39,2,0,50.03,66.81,66.07,61.02,62.07,60.00,67.80,61.40,58.33,98.31,1623,1623,1623,1623,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,0,0,33.49,67.55,78.57,73.08,75.86,73.08,65.00,57.63,48.28,73.21,1623,1623,1623,1623,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
41,0,0,33.49,66.09,84.75,75.00,77.19,77.59,67.80,62.71,44.83,38.98,1844,1844,1844,1844,1536,1536,1536,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,50.01,64.30,81.48,77.59,78.33,78.95,71.67,50.00,42.11,37.10,1844,1844,1844,1844,2228,2228,2228,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,1,0,50.01,62.78,82.14,78.57,75.93,77.19,70.18,56.67,43.86,22.41,1392,1392,1392,1392,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,1,83.34,66.74,83.93,81.36,77.59,81.36,72.88,55.17,54.84,30.00,1844,1844,1844,1844,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,1,83.34,63.20,86.44,78.18,76.79,78.57,65.00,47.37,46.55,30.00,1748,1748,1748,1748,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.04,63.68,75.44,71.70,72.22,73.68,59.02,51.79,31.03,74.58,1844,1844,1844,1844,2400,2400,2400,2583,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.04,69.43,79.63,77.59,74.07,77.19,72.13,56.67,35.09,84.48,1392,1392,1392,1392,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.05,69.16,79.31,77.19,74.14,76.79,67.80,57.14,50.00,68.97,1844,1844,1844,1844,1978,1978,1978,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,3,0,50.05,58.85,78.18,75.00,71.15,71.70,62.30,61.02,38.33,18.64,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,5,0,50.03,63.54,85.96,81.03,81.03,81.03,65.00,55.00,40.00,17.54,1748,1748,1748,1748,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,5,0,50.03,63.07,84.21,79.66,77.36,78.95,68.33,56.90,40.68,19.30,1623,1623,1623,1623,1268,1268,1268,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.02,63.54,81.67,77.59,75.86,75.00,68.85,58.62,45.00,26.23,1844,1844,1844,1844,1536,1536,1536,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,1,0,50.02,71.55,77.19,70.91,73.21,71.70,60.00,64.91,51.67,100.00,1623,1623,1623,1623,2400,2400,2400,2583,-1.00,-1.00,-1,80,33.00,0,4.072
40,0,0,33.36,67.51,76.67,72.41,71.19,70.18,62.30,55.74,40.00,91.94,1748,1748,1748,1748,2333,2333,2333,2362,-1.00,-1.00,-1,80,33.00,0,4.072
40,0,0,33.36,63.04,74.14,65.38,69.09,68.42,61.67,59.32,37.70,73.68,1268,1268,1268,1268,1978,1978,1978,2247,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,50.02,58.55,80.36,75.93,77.19,78.57,60.34,57.63,40.68,4.84,1844,1844,1844,1844,1536,1536,1536,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,50.02,58.61,82.46,75.47,76.79,77.59,63.79,46.67,29.82,17.24,1748,1748,1748,1748,912,912,912,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.01,56.93,83.33,73.21,76.79,73.68,55.17,44.64,38.33,7.02,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,1,0,50.01,63.70,81.13,78.57,79.25,76.92,70.91,59.65,43.86,24.56,1748,1748,1748,1748,1152,1152,1152,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,50.02,63.32,82.26,71.93,74.58,74.19,61.29,53.97,47.62,41.27,1844,1844,1844,1844,2333,2333,2333,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,50.02,68.10,79.66,75.00,76.79,77.97,58.62,56.67,53.33,67.24,1392,1392,1392,1392,2228,2228,2228,2583,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,50.00,66.74,78.18,74.14,74.14,69.64,59.02,50.00,38.33,93.55,1844,1844,1844,1844,1978,1978,1978,1498,-1.00,-1.00,-1,80,34.00,0,4.072
40,2,0,50.00,63.44,76.67,70.18,68.42,62.96,77.42,44.83,37.29,66.10,1392,1392,1392,1392,1392,1392,1392,1498,-1.00,-1.00,-1,80,34.00,0,4.072
41,0,0,50.00,61.77,86.21,77.36,78.57,75.44,68.42,53.23,37.29,26.98,1844,1844,1844,1844,1268,1268,1268,1498,-1.00,-1.00,-1,80,34.00,0,4.072
41,0,0,50.00,51.96,77.36,65.31,67.92,67.31,62.50,41.82,34.48,7.14,1392,1392,1392,1392,912,912,912,1498,-1.00,-1.00,-1,80,34.00,0,4.072
39,4,0,50.03,58.54,80.00,75.41,71.93,71.43,65.08,55.38,33.87,17.74,1748,1748,1748,1748,2400,2400,2400,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,4,0,50.03,57.42,78.57,68.52,71.43,65.45,67.24,50.85,40.68,21.67,1508,1508,1508,1508,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.00,57.77,74.55,66.67,66.67,64.91,66.10,60.34,46.55,18.33,1844,1844,1844,1844,1152,1152,1152,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.00,63.30,71.93,67.24,67.24,64.29,57.89,60.66,47.46,72.88,1844,1844,1844,1844,1978,1978,1978,2247,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.01,60.88,70.91,62.50,61.54,61.82,55.17,46.55,33.90,95.00,1844,1844,1844,1844,1978,1978,1978,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.01,60.27,74.55,69.64,68.52,64.00,63.16,54.39,44.64,41.82,1392,1392,1392,1392,912,912,912,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,3,0,66.69,56.76,77.05,71.93,72.41,68.97,62.30,55.22,36.51,17.19,1844,1844,1844,1844,2333,2333,2333,1498,-1.00,-1.00,-1,80,33.00,0,4.072
39,3,0,66.69,60.22,80.70,73.58,74.07,67.27,66.10,61.67,39.66,22.03,1508,1508,1508,1508,1392,1392,1392,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.02,57.59,75.00,69.09,69.09,62.75,63.16,57.14,41.38,21.05,1133,1133,1133,1133,1690,1690,1690,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,4,0,50.02,66.74,82.14,76.36,77.78,75.44,64.41,63.33,56.67,46.55,1623,1623,1623,1623,816,816,816,1498,-1.00,-1.00,-1,80,33.00,0,4.072
40,2,0,66.67,71.74,85.71,81.03,81.03,76.36,67.24,66.10,57.14,57.63,1844,1844,1844,1844,2228,2228,2228,2583,-1.00,-1.00,-1,80,33.00,0,4.072
