id,time,com.baidu.adt.hmi.passenger
1,14:4:53,158.0
2,14:5:1,185.0
3,14:5:8,89.2
4,14:5:15,162.0
5,14:5:22,100.0
6,14:5:30,92.8
7,14:5:37,171.0
8,14:5:44,140.0
9,14:5:51,168.0
10,14:5:58,92.8
