id,time,com.baidu.adt.hmi.passenger
1,10:50:48,1948.9
2,10:50:55,1962.02
3,10:51:2,2000.3
4,10:51:9,2018.06
5,10:51:17,2015.12
6,10:51:24,2017.9
7,10:51:31,1964.85
8,10:51:38,2348.36
9,10:51:46,2344.25
11,10:51:53,2341.98
