id,time,com.baidu.adt.hmi.passenger
1,15:2:3,2452.32
2,15:2:10,2482.71
3,15:2:17,2526.11
4,15:2:24,2157.1
5,15:2:31,2113.9
6,15:2:38,2118.49
7,15:2:45,2129.8
8,15:2:52,2142.45
9,15:2:58,2257.69
11,15:3:4,2338.85
