id,time,com.baidu.adt.hmi.passenger
1,11:38:42,1723.36
2,11:38:49,1726.98
3,11:38:57,1735.72
4,11:39:4,1724.08
5,11:39:11,1729.03
6,11:39:18,1734.25
7,11:39:26,1718.43
8,11:39:33,1717.41
9,11:39:40,1732.08
11,11:39:47,1731.87
