id,time,com.baidu.adt.hmi.passenger
1,16:7:1,2539.5
2,16:7:8,2537.11
3,16:7:15,2535.99
4,16:7:23,2541.65
5,16:7:30,2216.62
6,16:7:36,2200.48
7,16:7:43,2196.78
8,16:7:51,2194.07
9,16:7:58,2199.89
11,16:8:5,2201.5
