id,time,com.baidu.adt.hmi.passenger
1,11:33:35,1688.6
2,11:33:43,1695.38
3,11:33:50,1699.11
4,11:33:57,1704.01
5,11:34:4,1689.53
6,11:34:12,1691.06
7,11:34:19,1695.53
8,11:34:26,1699.74
9,11:34:34,1706.04
11,11:34:41,1695.1
