id,time,com.baidu.adt.hmi.passenger
1,15:1:58,18.75
2,15:2:5,19.62
3,15:2:12,11.56
4,15:2:19,22.75
5,15:2:26,23.62
6,15:2:33,21.75
7,15:2:40,23.12
8,15:2:47,24.5
9,15:2:54,24.5
10,15:3:0,19.38
