id,time,com.baidu.adt.hmi.passenger
1,17:17:9,182.0
2,17:17:16,175.0
3,17:17:24,177.0
4,17:17:31,233.0
5,17:17:38,225.0
6,17:17:45,248.0
7,17:17:53,282.0
8,17:18:0,225.0
9,17:18:7,178.0
10,17:18:14,181.0
