id,time,com.baidu.adt.hmi.passenger
1,11:16:41,1720.49
2,11:16:49,1718.02
3,11:16:56,1730.42
4,11:17:3,1725.68
5,11:17:10,1722.53
6,11:17:18,1717.49
7,11:17:25,1728.88
8,11:17:32,1726.14
9,11:17:39,1722.2
11,11:17:47,1718.89
